user_id,timestamp,event_name,platform,channel,plan,task_count,project_id
u_04157,2024-03-15 07:39:00,task_created,Web,Referral,free,14,p_5466
u_01800,2024-03-15 07:41:00,team_invited,Web,Product Hunt,free,,
u_01305,2024-03-15 07:47:00,task_completed,iOS,Referral,paid,12,p_3645
u_00291,2024-03-15 07:48:00,task_created,Web,Referral,free,5,p_3934
u_03311,2024-03-15 07:50:00,task_created,Android,Referral,free,16,p_6578
u_01355,2024-03-15 07:51:00,task_created,Web,Referral,paid,5,p_1866
u_04379,2024-03-15 07:51:00,task_created,Web,Referral,paid,1,p_1187
u_01605,2024-03-15 07:54:00,team_invited,iOS,Organic,paid,,
u_01605,2024-03-15 07:54:00,task_created,iOS,Organic,paid,11,p_9914
u_02695,2024-03-15 07:54:00,task_created,Web,Referral,free,18,p_4054
u_02630,2024-03-15 07:55:00,task_completed,Android,Organic,free,24,p_6820
u_03369,2024-03-15 07:56:00,task_completed,Web,Organic,paid,6,p_7369
u_03437,2024-03-15 08:00:00,task_created,Web,Google Ads,free,6,p_3165
u_04807,2024-03-15 08:02:00,signup,iOS,Google Ads,free,,
u_02970,2024-03-15 08:05:00,signup,Web,Organic,free,,
u_04217,2024-03-15 08:08:00,signup,Android,Product Hunt,free,,
u_04476,2024-03-15 08:08:00,task_completed,Android,Product Hunt,free,1,p_2917
u_01256,2024-03-15 08:10:00,task_created,Android,Referral,free,7,p_2434
u_02255,2024-03-15 08:11:00,task_created,iOS,Referral,free,1,p_9872
u_01128,2024-03-15 08:13:00,task_completed,Web,Product Hunt,free,6,p_6725
u_03886,2024-03-15 08:13:00,task_created,Web,Organic,paid,17,p_4006
u_02780,2024-03-15 08:14:00,signup,iOS,Organic,free,,
u_02701,2024-03-15 08:15:00,task_completed,Web,Product Hunt,free,12,p_3966
u_01342,2024-03-15 08:16:00,task_completed,Android,Referral,free,11,p_9686
u_00139,2024-03-15 08:17:00,signup,Web,Product Hunt,free,,
u_01737,2024-03-15 08:17:00,task_completed,Web,Referral,paid,24,p_1713
u_00826,2024-03-15 08:18:00,task_completed,Web,Organic,paid,13,p_3736
u_01334,2024-03-15 08:19:00,signup,Web,Referral,free,,
u_03406,2024-03-15 08:19:00,task_completed,Android,Referral,free,21,p_4280
u_03201,2024-03-15 08:21:00,task_completed,Web,Product Hunt,free,14,p_1494
u_01751,2024-03-15 08:24:00,task_created,Web,Product Hunt,free,2,p_3279
u_02194,2024-03-15 08:24:00,task_created,Web,Organic,free,12,p_4419
u_02226,2024-03-15 08:24:00,export_data,Web,Organic,free,,
u_01845,2024-03-15 08:26:00,task_created,iOS,Organic,free,23,p_2226
u_01665,2024-03-15 08:27:00,task_created,Web,Referral,free,21,p_5570
u_02970,2024-03-15 08:28:00,project_created,Web,Organic,free,,p_8708
u_00760,2024-03-15 08:29:00,task_created,Web,Google Ads,free,7,p_7704
u_02408,2024-03-15 08:29:00,task_completed,iOS,Organic,free,23,p_2577
u_02651,2024-03-15 08:31:00,task_created,Android,Referral,free,8,p_5418
u_02554,2024-03-15 08:34:00,task_completed,Web,Referral,paid,8,p_5236
u_02554,2024-03-15 08:34:00,task_created,Web,Referral,paid,18,p_5236
u_02757,2024-03-15 08:36:00,task_created,Web,Referral,paid,16,p_3005
u_03807,2024-03-15 08:42:00,signup,Web,Product Hunt,free,,
u_02083,2024-03-15 08:44:00,signup,iOS,Product Hunt,free,,
u_00330,2024-03-15 08:46:00,task_completed,Web,Organic,free,17,p_4138
u_03615,2024-03-15 08:47:00,task_completed,Web,Product Hunt,free,16,p_5538
u_02780,2024-03-15 08:48:00,project_created,iOS,Organic,free,,p_6690
u_02121,2024-03-15 08:49:00,task_created,Web,Organic,paid,12,p_1261
u_03976,2024-03-15 08:49:00,task_created,Web,Organic,paid,15,p_6897
u_04403,2024-03-15 08:49:00,task_created,iOS,Organic,free,1,p_6184
u_01857,2024-03-15 08:50:00,signup,Web,Organic,free,,
u_03488,2024-03-15 08:51:00,signup,Web,Product Hunt,free,,
u_00867,2024-03-15 08:53:00,task_created,Android,Referral,free,11,p_8770
u_04586,2024-03-15 08:53:00,task_created,Android,Product Hunt,paid,14,p_4363
u_01605,2024-03-15 08:54:00,task_completed,iOS,Organic,paid,11,p_9914
u_01664,2024-03-15 08:54:00,task_completed,Android,Organic,paid,11,p_7984
u_01664,2024-03-15 08:54:00,task_created,Android,Organic,paid,1,p_7984
u_02695,2024-03-15 08:54:00,task_completed,Web,Referral,free,18,p_4054
u_00139,2024-03-15 08:55:00,project_created,Web,Product Hunt,free,,p_3715
u_01334,2024-03-15 08:55:00,project_created,Web,Referral,free,,p_5173
u_03369,2024-03-15 08:56:00,task_completed,Web,Organic,paid,8,p_7369
u_03563,2024-03-15 08:56:00,task_completed,Android,Referral,paid,4,p_8642
u_02038,2024-03-15 09:01:00,task_created,iOS,Organic,paid,7,p_3544
u_00563,2024-03-15 09:02:00,task_created,Web,Referral,paid,14,p_6736
u_03535,2024-03-15 09:02:00,task_created,iOS,Product Hunt,free,2,p_2178
u_03807,2024-03-15 09:04:00,project_created,Web,Product Hunt,free,,p_3683
u_00778,2024-03-15 09:08:00,task_created,iOS,Organic,free,4,p_9849
u_02432,2024-03-15 09:08:00,task_created,iOS,Product Hunt,free,13,p_6063
u_00525,2024-03-15 09:12:00,team_invited,Web,Organic,free,,
u_04106,2024-03-15 09:12:00,team_invited,iOS,Organic,free,,
u_04788,2024-03-15 09:12:00,task_completed,Web,Product Hunt,free,4,p_8098
u_01964,2024-03-15 09:15:00,task_completed,Web,Organic,free,1,p_1215
u_00870,2024-03-15 09:17:00,signup,Web,Organic,free,,
u_02709,2024-03-15 09:17:00,task_completed,Web,Organic,free,15,p_4507
u_04271,2024-03-15 09:18:00,task_created,Web,Referral,free,15,p_4499
u_00631,2024-03-15 09:19:00,task_created,Web,Referral,free,6,p_6171
u_03488,2024-03-15 09:19:00,project_created,Web,Product Hunt,free,,p_6826
u_04217,2024-03-15 09:19:00,project_created,Android,Product Hunt,free,,p_3372
u_02061,2024-03-15 09:20:00,task_created,Web,Referral,free,14,p_4937
u_02890,2024-03-15 09:20:00,signup,iOS,Organic,free,,
u_04346,2024-03-15 09:20:00,signup,iOS,Referral,free,,
u_03201,2024-03-15 09:21:00,subscription_started,Web,Product Hunt,free,,
u_01315,2024-03-15 09:22:00,task_completed,iOS,Organic,free,6,p_5466
u_02581,2024-03-15 09:26:00,signup,Web,Organic,free,,
u_03494,2024-03-15 09:26:00,signup,Android,Product Hunt,free,,
u_03952,2024-03-15 09:30:00,task_completed,iOS,Referral,free,15,p_6126
u_04568,2024-03-15 09:31:00,task_completed,Android,Organic,free,1,p_1442
u_02120,2024-03-15 09:33:00,team_invited,iOS,Organic,free,,
u_00212,2024-03-15 09:35:00,signup,Web,Google Ads,free,,
u_04312,2024-03-15 09:36:00,export_data,iOS,Product Hunt,free,,
u_02848,2024-03-15 09:37:00,task_created,Web,Organic,paid,11,p_8577
u_02453,2024-03-15 09:38:00,task_created,Web,Product Hunt,free,14,p_8766
u_03223,2024-03-15 09:38:00,signup,Web,Product Hunt,paid,,
u_01614,2024-03-15 09:39:00,signup,Web,Google Ads,free,,
u_04361,2024-03-15 09:39:00,task_completed,Web,Organic,free,9,p_4650
u_00264,2024-03-15 09:40:00,task_completed,Android,Organic,free,15,p_9673
u_02498,2024-03-15 09:40:00,task_created,iOS,Organic,free,14,p_6010
u_00167,2024-03-15 09:41:00,team_invited,Web,Referral,paid,,
u_00475,2024-03-15 09:42:00,task_created,iOS,Organic,paid,24,p_8432
u_04705,2024-03-15 09:43:00,task_created,Web,Organic,free,15,p_8491
u_03636,2024-03-15 09:44:00,task_created,Web,Organic,free,16,p_2674
u_03743,2024-03-15 09:47:00,task_completed,Web,Referral,free,13,p_7652
u_01379,2024-03-15 09:49:00,signup,Web,Product Hunt,free,,
u_01355,2024-03-15 09:51:00,task_completed,Web,Referral,paid,5,p_1866
u_04346,2024-03-15 09:51:00,project_created,iOS,Referral,free,,p_9658
u_04583,2024-03-15 09:53:00,task_completed,Web,Referral,free,20,p_3091
u_04944,2024-03-15 09:53:00,task_completed,iOS,Referral,paid,24,p_9409
u_04944,2024-03-15 09:53:00,task_created,iOS,Referral,paid,6,p_9409
u_01334,2024-03-15 09:55:00,task_created,Web,Referral,free,1,p_5173
u_02083,2024-03-15 09:55:00,project_created,iOS,Product Hunt,free,,p_3944
u_03559,2024-03-15 09:57:00,task_created,Web,Product Hunt,paid,17,p_4306
u_00689,2024-03-15 10:01:00,task_created,iOS,Product Hunt,paid,10,p_6077
u_02457,2024-03-15 10:01:00,task_created,iOS,Product Hunt,paid,13,p_8895
u_02742,2024-03-15 10:03:00,task_created,Web,Referral,free,12,p_2193
u_01322,2024-03-15 10:04:00,export_data,Web,Google Ads,free,,
u_03442,2024-03-15 10:04:00,task_created,Web,Organic,paid,7,p_8322
u_03223,2024-03-15 10:08:00,project_created,Web,Product Hunt,paid,,p_6439
u_00525,2024-03-15 10:12:00,task_created,Web,Organic,free,19,p_5491
u_02193,2024-03-15 10:12:00,signup,iOS,Product Hunt,free,,
u_02581,2024-03-15 10:12:00,project_created,Web,Organic,free,,p_8564
u_01857,2024-03-15 10:13:00,project_created,Web,Organic,free,,p_2780
u_04509,2024-03-15 10:13:00,task_completed,iOS,Product Hunt,paid,2,p_8923
u_02890,2024-03-15 10:15:00,project_created,iOS,Organic,free,,p_8677
u_00916,2024-03-15 10:17:00,task_completed,iOS,Referral,free,8,p_4064
u_01917,2024-03-15 10:18:00,task_completed,Web,Product Hunt,free,24,p_8607
u_00258,2024-03-15 10:24:00,task_completed,Web,Organic,paid,21,p_6133
u_00429,2024-03-15 10:24:00,task_created,Android,Organic,free,2,p_5457
u_04816,2024-03-15 10:24:00,task_created,Web,Organic,paid,1,p_2742
u_04264,2024-03-15 10:25:00,task_created,Android,Referral,free,3,p_2685
u_01428,2024-03-15 10:26:00,task_completed,Web,Organic,free,22,p_5740
u_03757,2024-03-15 10:28:00,task_created,Web,Organic,free,6,p_1151
u_03494,2024-03-15 10:29:00,project_created,Android,Product Hunt,free,,p_1375
u_04233,2024-03-15 10:29:00,task_created,iOS,Product Hunt,free,8,p_6589
u_01997,2024-03-15 10:30:00,task_created,iOS,Organic,free,9,p_5996
u_02012,2024-03-15 10:31:00,task_created,Android,Organic,free,6,p_4287
u_00305,2024-03-15 10:33:00,signup,Web,Referral,free,,
u_02120,2024-03-15 10:33:00,task_completed,iOS,Organic,free,5,p_4145
u_00870,2024-03-15 10:34:00,project_created,Web,Organic,free,,p_1294
u_03479,2024-03-15 10:34:00,task_created,Web,Referral,paid,7,p_4914
u_02284,2024-03-15 10:35:00,signup,Web,Product Hunt,free,,
u_04380,2024-03-15 10:37:00,team_invited,Web,Organic,free,,
u_01212,2024-03-15 10:38:00,task_created,iOS,Referral,free,18,p_8307
u_04663,2024-03-15 10:39:00,signup,Web,Google Ads,free,,
u_03084,2024-03-15 10:43:00,export_data,iOS,Product Hunt,free,,
u_04705,2024-03-15 10:43:00,task_completed,Web,Organic,free,15,p_8491
u_04794,2024-03-15 10:43:00,task_completed,Web,Referral,free,18,p_4784
u_02877,2024-03-15 10:46:00,signup,iOS,Organic,free,,
u_03215,2024-03-15 10:48:00,task_completed,Web,Organic,free,21,p_8784
u_01782,2024-03-15 10:51:00,signup,Web,Product Hunt,free,,
u_01355,2024-03-15 10:52:00,task_created,Web,Referral,paid,4,p_1866
u_03936,2024-03-15 10:52:00,signup,Android,Organic,free,,
u_00370,2024-03-15 10:55:00,task_created,Web,Referral,free,17,p_2007
u_04857,2024-03-15 10:58:00,signup,iOS,Google Ads,free,,
u_03038,2024-03-15 11:00:00,task_completed,Web,Organic,free,23,p_6915
u_01744,2024-03-15 11:02:00,task_completed,Web,Referral,free,23,p_1983
u_03863,2024-03-15 11:02:00,signup,Android,Product Hunt,free,,
u_04254,2024-03-15 11:03:00,signup,iOS,Google Ads,free,,
u_04293,2024-03-15 11:04:00,task_created,iOS,Organic,free,21,p_2447
u_02297,2024-03-15 11:05:00,integration_connected,iOS,Product Hunt,free,,
u_01379,2024-03-15 11:07:00,project_created,Web,Product Hunt,free,,p_3452
u_00866,2024-03-15 11:08:00,signup,Web,Referral,free,,
u_00253,2024-03-15 11:09:00,signup,Web,Google Ads,free,,
u_00305,2024-03-15 11:10:00,project_created,Web,Referral,free,,p_6765
u_00908,2024-03-15 11:10:00,task_completed,iOS,Organic,paid,24,p_3572
u_00845,2024-03-15 11:11:00,task_created,Web,Organic,paid,1,p_3265
u_00970,2024-03-15 11:12:00,task_completed,iOS,Organic,free,1,p_9803
u_01342,2024-03-15 11:16:00,task_created,Android,Referral,free,5,p_9686
u_02264,2024-03-15 11:16:00,signup,Web,Organic,free,,
u_04217,2024-03-15 11:19:00,task_created,Android,Product Hunt,free,1,p_3372
u_00613,2024-03-15 11:22:00,task_created,Web,Referral,free,10,p_3087
u_01782,2024-03-15 11:22:00,project_created,Web,Product Hunt,free,,p_1343
u_01794,2024-03-15 11:24:00,signup,iOS,Product Hunt,free,,
u_01428,2024-03-15 11:26:00,task_created,Web,Organic,free,9,p_5740
u_02760,2024-03-15 11:26:00,signup,iOS,Google Ads,free,,
u_01405,2024-03-15 11:29:00,signup,Web,Organic,free,,
u_00006,2024-03-15 11:31:00,task_created,Web,Referral,paid,18,p_7153
u_03137,2024-03-15 11:32:00,task_completed,iOS,Referral,free,23,p_9601
u_02120,2024-03-15 11:33:00,task_created,iOS,Organic,free,21,p_4145
u_00137,2024-03-15 11:34:00,task_created,Web,Referral,free,7,p_8696
u_02193,2024-03-15 11:36:00,project_created,iOS,Product Hunt,free,,p_3645
u_02619,2024-03-15 11:38:00,task_created,iOS,Referral,free,3,p_6407
u_03710,2024-03-15 11:38:00,task_completed,Web,Product Hunt,paid,24,p_3272
u_01632,2024-03-15 11:39:00,task_created,Web,Referral,paid,2,p_3993
u_01001,2024-03-15 11:42:00,task_created,Web,Organic,free,18,p_8942
u_04484,2024-03-15 11:42:00,team_invited,iOS,Organic,free,,
u_00330,2024-03-15 11:46:00,task_created,Web,Organic,free,23,p_4138
u_02284,2024-03-15 11:46:00,project_created,Web,Product Hunt,free,,p_9497
u_01251,2024-03-15 11:47:00,task_created,Android,Organic,free,16,p_5604
u_03976,2024-03-15 11:49:00,task_completed,Web,Organic,paid,20,p_6897
u_03863,2024-03-15 11:50:00,project_created,Android,Product Hunt,free,,p_9183
u_04696,2024-03-15 11:51:00,task_created,Web,Product Hunt,free,3,p_8177
u_00838,2024-03-15 11:52:00,task_created,iOS,Referral,free,6,p_7869
u_00867,2024-03-15 11:53:00,task_completed,Android,Referral,free,11,p_8770
u_01604,2024-03-15 11:54:00,task_completed,Web,Referral,free,24,p_2460
u_03069,2024-03-15 11:54:00,task_created,Web,Product Hunt,free,19,p_3297
u_00044,2024-03-15 12:01:00,signup,Web,Google Ads,free,,
u_02007,2024-03-15 12:01:00,task_created,Android,Google Ads,paid,3,p_2206
u_01744,2024-03-15 12:02:00,task_created,Web,Referral,free,2,p_1983
u_01794,2024-03-15 12:03:00,project_created,iOS,Product Hunt,free,,p_2455
u_00540,2024-03-15 12:07:00,task_completed,Web,Referral,free,14,p_4569
u_00974,2024-03-15 12:08:00,task_created,Android,Referral,free,10,p_9156
u_02747,2024-03-15 12:10:00,task_completed,iOS,Organic,free,1,p_6109
u_01575,2024-03-15 12:11:00,task_created,Web,Organic,free,21,p_8534
u_02806,2024-03-15 12:12:00,task_completed,iOS,Organic,free,20,p_3803
u_02102,2024-03-15 12:13:00,task_created,Web,Organic,paid,15,p_3406
u_02877,2024-03-15 12:15:00,project_created,iOS,Organic,free,,p_2464
u_03738,2024-03-15 12:15:00,task_created,Web,Product Hunt,paid,14,p_6174
u_00280,2024-03-15 12:18:00,task_created,iOS,Referral,free,3,p_2412
u_01917,2024-03-15 12:18:00,task_created,Web,Product Hunt,free,11,p_8607
u_02264,2024-03-15 12:23:00,project_created,Web,Organic,free,,p_3679
u_03200,2024-03-15 12:24:00,task_created,Web,Referral,paid,3,p_6150
u_01470,2024-03-15 12:26:00,task_created,Android,Organic,free,21,p_9280
u_00866,2024-03-15 12:28:00,project_created,Web,Referral,free,,p_6525
u_03757,2024-03-15 12:28:00,task_completed,Web,Organic,free,12,p_1151
u_00251,2024-03-15 12:31:00,task_created,Web,Product Hunt,free,18,p_5050
u_01651,2024-03-15 12:32:00,task_completed,iOS,Organic,free,21,p_5068
u_02532,2024-03-15 12:33:00,task_created,Web,Product Hunt,paid,10,p_4115
u_00870,2024-03-15 12:34:00,task_created,Web,Organic,free,1,p_1294
u_03479,2024-03-15 12:34:00,task_completed,Web,Referral,paid,16,p_4914
u_04850,2024-03-15 12:35:00,task_created,Web,Product Hunt,free,22,p_2180
u_04380,2024-03-15 12:37:00,task_created,Web,Organic,free,2,p_2071
u_00575,2024-03-15 12:39:00,task_completed,Web,Referral,free,12,p_3480
u_03285,2024-03-15 12:42:00,task_created,Web,Organic,free,16,p_8037
u_01093,2024-03-15 12:45:00,signup,iOS,Organic,free,,
u_00936,2024-03-15 12:46:00,task_created,iOS,Organic,free,22,p_8569
u_02284,2024-03-15 12:46:00,task_created,Web,Product Hunt,free,1,p_9497
u_04012,2024-03-15 12:46:00,task_completed,iOS,Organic,paid,1,p_7281
u_01305,2024-03-15 12:47:00,task_completed,iOS,Referral,paid,11,p_3645
u_02298,2024-03-15 12:48:00,task_created,Web,Organic,free,16,p_7895
u_02780,2024-03-15 12:48:00,task_created,iOS,Organic,free,1,p_6690
u_03784,2024-03-15 12:48:00,task_created,Web,Organic,free,1,p_7627
u_01605,2024-03-15 12:54:00,task_created,iOS,Organic,paid,22,p_9914
u_01334,2024-03-15 12:55:00,task_completed,Web,Referral,free,1,p_5173
u_00705,2024-03-15 13:00:00,task_created,iOS,Organic,free,15,p_5014
u_03705,2024-03-15 13:02:00,task_completed,Web,Organic,free,22,p_8996
u_03973,2024-03-15 13:02:00,signup,Android,Google Ads,free,,
u_03442,2024-03-15 13:04:00,task_completed,Web,Organic,paid,14,p_8322
u_03460,2024-03-15 13:05:00,team_invited,iOS,Product Hunt,free,,
u_02853,2024-03-15 13:06:00,signup,iOS,Referral,free,,
u_00394,2024-03-15 13:10:00,task_completed,Web,Product Hunt,free,8,p_7822
u_04123,2024-03-15 13:11:00,task_created,Android,Referral,free,5,p_4878
u_02581,2024-03-15 13:12:00,task_created,Web,Organic,free,1,p_8564
u_04788,2024-03-15 13:12:00,task_completed,Web,Product Hunt,free,8,p_8098
u_04740,2024-03-15 13:15:00,task_created,iOS,Product Hunt,free,21,p_3299
u_02685,2024-03-15 13:16:00,task_created,Web,Organic,free,13,p_1251
u_01891,2024-03-15 13:18:00,signup,iOS,Organic,free,,
u_02137,2024-03-15 13:20:00,signup,Web,Google Ads,free,,
u_02264,2024-03-15 13:23:00,task_created,Web,Organic,free,1,p_3679
u_00429,2024-03-15 13:24:00,task_completed,Android,Organic,free,2,p_5457
u_01751,2024-03-15 13:24:00,task_completed,Web,Product Hunt,free,20,p_3279
u_00112,2024-03-15 13:27:00,task_created,iOS,Organic,paid,7,p_4251
u_03643,2024-03-15 13:27:00,task_completed,Web,Referral,free,8,p_8055
u_03808,2024-03-15 13:27:00,signup,iOS,Product Hunt,free,,
u_04611,2024-03-15 13:32:00,task_created,Android,Referral,paid,17,p_5653
u_03479,2024-03-15 13:34:00,task_completed,Web,Referral,paid,7,p_4914
u_02412,2024-03-15 13:37:00,task_completed,iOS,Referral,free,2,p_4767
u_04380,2024-03-15 13:37:00,task_completed,Web,Organic,free,14,p_2071
u_04380,2024-03-15 13:37:00,task_completed,Web,Organic,free,2,p_2071
u_01763,2024-03-15 13:39:00,task_created,Android,Organic,free,11,p_1300
u_00577,2024-03-15 13:41:00,signup,Android,Referral,free,,
u_01922,2024-03-15 13:43:00,task_completed,iOS,Google Ads,free,12,p_3205
u_04658,2024-03-15 13:45:00,task_created,Web,Organic,free,21,p_2865
u_00330,2024-03-15 13:46:00,task_completed,Web,Organic,free,1,p_4138
u_03600,2024-03-15 13:46:00,signup,Web,Google Ads,free,,
u_01351,2024-03-15 13:50:00,task_created,iOS,Product Hunt,free,23,p_5864
u_01650,2024-03-15 13:50:00,signup,Web,Referral,free,,
u_02290,2024-03-15 13:50:00,task_created,Web,Organic,free,1,p_4510
u_04914,2024-03-15 13:51:00,task_completed,Web,Referral,free,23,p_1601
u_02695,2024-03-15 13:52:00,task_created,Web,Referral,free,4,p_4054
u_04586,2024-03-15 13:53:00,task_completed,Android,Product Hunt,paid,14,p_4363
u_03069,2024-03-15 13:54:00,task_completed,Web,Product Hunt,free,19,p_3297
u_02083,2024-03-15 13:55:00,task_created,iOS,Product Hunt,free,1,p_3944
u_00482,2024-03-15 13:56:00,signup,Web,Organic,paid,,
u_03559,2024-03-15 13:57:00,task_completed,Web,Product Hunt,paid,17,p_4306
u_03850,2024-03-15 14:00:00,task_created,Android,Organic,free,3,p_7124
u_00164,2024-03-15 14:02:00,integration_connected,Web,Organic,free,,
u_00023,2024-03-15 14:05:00,task_created,Android,Referral,paid,6,p_8995
u_01016,2024-03-15 14:06:00,task_created,Web,Organic,paid,4,p_3021
u_00577,2024-03-15 14:07:00,project_created,Android,Referral,free,,p_9032
u_02514,2024-03-15 14:10:00,task_created,iOS,Organic,paid,19,p_9642
u_03192,2024-03-15 14:11:00,task_completed,Android,Organic,free,1,p_4498
u_04509,2024-03-15 14:13:00,task_created,iOS,Product Hunt,paid,13,p_8923
u_02877,2024-03-15 14:15:00,task_created,iOS,Organic,free,1,p_2464
u_04238,2024-03-15 14:16:00,task_created,iOS,Referral,paid,1,p_2234
u_04271,2024-03-15 14:18:00,task_completed,Web,Referral,free,15,p_4499
u_01041,2024-03-15 14:20:00,signup,Web,Organic,free,,
u_00484,2024-03-15 14:22:00,task_created,Web,Google Ads,free,6,p_1140
u_03125,2024-03-15 14:23:00,task_completed,Android,Organic,free,9,p_2219
u_01845,2024-03-15 14:26:00,task_created,iOS,Organic,free,5,p_2226
u_03022,2024-03-15 14:26:00,task_completed,Web,Product Hunt,free,1,p_9256
u_00482,2024-03-15 14:29:00,project_created,Web,Organic,paid,,p_3072
u_02408,2024-03-15 14:29:00,task_created,iOS,Organic,free,24,p_2577
u_02028,2024-03-15 14:31:00,signup,Web,Google Ads,free,,
u_04611,2024-03-15 14:32:00,task_completed,Android,Referral,paid,17,p_5653
u_04386,2024-03-15 14:34:00,task_created,iOS,Referral,free,15,p_6514
u_04227,2024-03-15 14:35:00,signup,Android,Product Hunt,free,,
u_01061,2024-03-15 14:36:00,task_created,iOS,Referral,paid,1,p_5201
u_01650,2024-03-15 14:37:00,project_created,Web,Referral,free,,p_4754
u_01891,2024-03-15 14:39:00,project_created,iOS,Organic,free,,p_1939
u_04157,2024-03-15 14:39:00,task_completed,Web,Referral,free,14,p_5466
u_00475,2024-03-15 14:42:00,task_created,iOS,Organic,paid,2,p_8432
u_00861,2024-03-15 14:42:00,signup,iOS,Product Hunt,paid,,
u_02928,2024-03-15 14:42:00,signup,Web,Google Ads,free,,
u_00089,2024-03-15 14:45:00,task_completed,Android,Organic,free,23,p_1102
u_01852,2024-03-15 14:45:00,integration_connected,Web,Referral,free,,
u_00340,2024-03-15 14:46:00,task_created,Web,Referral,free,7,p_9916
u_04842,2024-03-15 14:46:00,signup,Web,Google Ads,free,,
u_03808,2024-03-15 14:47:00,project_created,iOS,Product Hunt,free,,p_5440
u_02727,2024-03-15 14:51:00,task_created,Web,Product Hunt,free,7,p_4168
u_00867,2024-03-15 14:53:00,task_created,Android,Referral,free,1,p_8770
u_02280,2024-03-15 14:57:00,task_created,iOS,Product Hunt,free,18,p_9691
u_01772,2024-03-15 14:58:00,task_created,iOS,Product Hunt,paid,14,p_3742
u_01794,2024-03-15 15:03:00,task_created,iOS,Product Hunt,free,1,p_2455
u_01194,2024-03-15 15:05:00,task_created,Web,Referral,free,7,p_8648
u_03460,2024-03-15 15:05:00,task_created,iOS,Product Hunt,free,10,p_4680
u_02001,2024-03-15 15:06:00,task_created,iOS,Referral,free,4,p_1444
u_00329,2024-03-15 15:10:00,task_created,Web,Product Hunt,free,6,p_1296
u_02806,2024-03-15 15:12:00,task_created,iOS,Organic,free,11,p_3803
u_01759,2024-03-15 15:13:00,task_created,Web,Referral,free,3,p_9893
u_02807,2024-03-15 15:13:00,signup,iOS,Google Ads,free,,
u_03738,2024-03-15 15:15:00,task_completed,Web,Product Hunt,paid,19,p_6174
u_00861,2024-03-15 15:16:00,project_created,iOS,Product Hunt,paid,,p_3259
u_00977,2024-03-15 15:16:00,signup,iOS,Google Ads,free,,
u_04238,2024-03-15 15:16:00,task_completed,iOS,Referral,paid,1,p_2234
u_04652,2024-03-15 15:16:00,task_created,Android,Referral,paid,11,p_8637
u_04067,2024-03-15 15:18:00,task_created,Web,Organic,free,22,p_2891
u_03171,2024-03-15 15:20:00,task_completed,Android,Referral,free,2,p_9522
u_04227,2024-03-15 15:21:00,project_created,Android,Product Hunt,free,,p_7084
u_04573,2024-03-15 15:21:00,signup,Web,Organic,free,,
u_02012,2024-03-15 15:31:00,task_completed,Android,Organic,free,17,p_4287
u_03479,2024-03-15 15:34:00,task_created,Web,Referral,paid,16,p_4914
u_03292,2024-03-15 15:35:00,task_completed,Android,Product Hunt,free,12,p_6982
u_03354,2024-03-15 15:36:00,signup,Web,Google Ads,free,,
u_01952,2024-03-15 15:37:00,task_completed,Android,Organic,free,1,p_3524
u_02412,2024-03-15 15:37:00,task_created,iOS,Referral,free,14,p_4767
u_01632,2024-03-15 15:39:00,task_completed,Web,Referral,paid,10,p_3993
u_02318,2024-03-15 15:41:00,task_completed,Android,Product Hunt,free,22,p_6118
u_03051,2024-03-15 15:42:00,task_created,Web,Referral,paid,20,p_3858
u_01041,2024-03-15 15:43:00,project_created,Web,Organic,free,,p_7416
u_00185,2024-03-15 15:48:00,task_created,Web,Product Hunt,free,3,p_3575
u_00291,2024-03-15 15:48:00,task_completed,Web,Referral,free,5,p_3934
u_01441,2024-03-15 15:50:00,task_created,Web,Organic,free,2,p_3316
u_04586,2024-03-15 15:53:00,task_created,Android,Product Hunt,paid,10,p_4363
u_00907,2024-03-15 15:55:00,signup,iOS,Google Ads,free,,
u_00925,2024-03-15 16:01:00,task_created,iOS,Organic,free,20,p_4763
u_02007,2024-03-15 16:01:00,task_completed,Android,Google Ads,paid,3,p_2206
u_00164,2024-03-15 16:02:00,task_created,Web,Organic,free,14,p_9496
u_00563,2024-03-15 16:02:00,task_created,Web,Referral,paid,23,p_6736
u_03705,2024-03-15 16:02:00,task_completed,Web,Organic,free,17,p_8996
u_02184,2024-03-15 16:03:00,task_completed,Web,Organic,free,1,p_9996
u_02184,2024-03-15 16:03:00,task_created,Web,Organic,free,1,p_9996
u_04123,2024-03-15 16:11:00,task_completed,Android,Referral,free,5,p_4878
u_04131,2024-03-15 16:12:00,task_created,Web,Product Hunt,free,23,p_2902
u_04855,2024-03-15 16:12:00,task_completed,Web,Organic,free,8,p_9408
u_04313,2024-03-15 16:15:00,signup,Web,Organic,free,,
u_04573,2024-03-15 16:15:00,project_created,Web,Organic,free,,p_1361
u_01342,2024-03-15 16:16:00,task_completed,Android,Referral,free,5,p_9686
u_04238,2024-03-15 16:16:00,task_completed,iOS,Referral,paid,17,p_2234
u_00916,2024-03-15 16:17:00,integration_connected,iOS,Referral,free,,
u_00280,2024-03-15 16:18:00,task_completed,iOS,Referral,free,3,p_2412
u_00826,2024-03-15 16:18:00,task_created,Web,Organic,paid,13,p_3736
u_01346,2024-03-15 16:18:00,signup,iOS,Product Hunt,free,,
u_04227,2024-03-15 16:21:00,task_created,Android,Product Hunt,free,1,p_7084
